LPL,SEC63,ITSN1,CLEC7A,PLEKHA3,PFKFB2,HLA-DOA,JCHAIN,SKI,CBX1,RORB,SEL1L3,ALPK1,SDC2,SSBP3,BACE2,FGFR1,SPARCL1,PDK4,HES1,CIITA,YWHAG,MOSPD2,GNG10,IL21R,ATP6V1C1,BAG1,EMP1,OSBPL1A,MFAP4,TFRC,CEBPA,IGFBP5,AFF1,IL2RB,NPL,ATP2B4,P2RY14,KLHL6,TPPP3,TACC1,SCARA5,NUCKS1,CAPZA1,SCML4,PLIN1,FCHO2,SGMS2,PRMT5,PPM1A,SNX18,LYZ,IFIT3,CTSB,EFEMP1,STAG2,ASPH,CR1,ITGB2,RNF146,YBX3,RPL37A,DPY19L3,HBB,DIO2,HHEX,LCK,CALM2,SLA,QKI,TBC1D14,TCF7L2,SLAMF8,ALOX5,TPM1,SLC16A7,SNAP23,LATS2,PPT1,APMAP,CUTC,RAB32,PLEKHA5,AKAP12,PID1,KCNIP2,label
68.0,2100.0,1212.0,159.0,287.0,88.0,2.0,5.0,1035.0,444.0,4.0,2124.0,250.0,742.0,650.0,1286.0,1790.0,2410.0,1542.0,1185.0,135.0,2212.0,382.0,438.0,13.0,786.0,564.0,511.0,61.0,949.0,7732.0,1968.0,4734.0,11275.0,186.0,523.0,2828.0,129.0,156.0,15275.0,1768.0,7.0,1870.0,1657.0,0.0,6.0,219.0,313.0,771.0,836.0,499.0,267.0,255.0,10327.0,8092.0,1393.0,776.0,145.0,576.0,678.0,1655.0,4567.0,374.0,3861.0,7.0,134.0,18.0,2328.0,88.0,1177.0,915.0,281.0,80.0,463.0,1395.0,90.0,1809.0,816.0,1191.0,2743.0,120.0,35.0,747.0,1176.0,616.0,50.0,0
375.0,2789.0,1145.0,274.0,471.0,163.0,0.0,1.0,1226.0,583.0,10.0,1367.0,541.0,544.0,530.0,2643.0,2212.0,2695.0,1579.0,1654.0,190.0,3699.0,501.0,475.0,19.0,1314.0,394.0,655.0,97.0,673.0,11940.0,1892.0,6366.0,15146.0,265.0,299.0,2883.0,127.0,177.0,13443.0,2668.0,47.0,2142.0,2298.0,0.0,7.0,366.0,936.0,1116.0,1293.0,635.0,561.0,636.0,13184.0,6456.0,1916.0,656.0,166.0,535.0,732.0,2587.0,4092.0,496.0,17161.0,231.0,97.0,19.0,2419.0,149.0,2595.0,1410.0,260.0,85.0,839.0,1522.0,173.0,3073.0,1064.0,1620.0,4028.0,188.0,38.0,875.0,1848.0,789.0,50.0,0
561.0,1593.0,624.0,79.0,269.0,23.0,0.0,0.0,777.0,294.0,6.0,737.0,254.0,122.0,289.0,1131.0,1016.0,1384.0,1118.0,760.0,195.0,1858.0,342.0,350.0,15.0,658.0,215.0,345.0,33.0,228.0,6380.0,1547.0,2435.0,8866.0,1425.0,157.0,1455.0,25.0,121.0,6336.0,1342.0,21.0,1140.0,1195.0,2.0,4.0,228.0,816.0,477.0,776.0,268.0,180.0,130.0,6477.0,2662.0,1077.0,376.0,55.0,223.0,465.0,1198.0,2097.0,297.0,6706.0,142.0,37.0,6.0,1290.0,59.0,1157.0,702.0,318.0,26.0,146.0,1812.0,112.0,1725.0,660.0,725.0,2124.0,77.0,20.0,542.0,699.0,681.0,50.0,0
108.0,1814.0,982.0,212.0,348.0,54.0,0.0,1.0,705.0,312.0,4.0,897.0,227.0,356.0,364.0,1679.0,1194.0,1193.0,1296.0,969.0,79.0,2014.0,293.0,311.0,28.0,686.0,353.0,451.0,53.0,575.0,9993.0,1381.0,3598.0,10328.0,346.0,211.0,1673.0,55.0,125.0,9154.0,1518.0,79.0,1648.0,1447.0,0.0,5.0,259.0,989.0,498.0,819.0,398.0,248.0,164.0,7810.0,3812.0,1093.0,467.0,113.0,540.0,517.0,1539.0,2769.0,323.0,2788.0,98.0,60.0,9.0,1557.0,56.0,1560.0,731.0,249.0,26.0,26.0,1211.0,86.0,1887.0,840.0,772.0,1947.0,85.0,39.0,551.0,887.0,750.0,20.0,0
563.0,1233.0,689.0,92.0,252.0,38.0,0.0,1.0,760.0,288.0,0.0,1237.0,218.0,395.0,530.0,949.0,1154.0,1919.0,2379.0,599.0,54.0,1815.0,276.0,339.0,9.0,741.0,424.0,708.0,67.0,384.0,6410.0,1626.0,5705.0,8923.0,104.0,307.0,1821.0,89.0,107.0,4347.0,2265.0,12.0,1377.0,1493.0,0.0,2.0,371.0,512.0,551.0,694.0,624.0,193.0,203.0,10142.0,5364.0,1095.0,626.0,100.0,372.0,512.0,1323.0,3905.0,385.0,6022.0,4.0,55.0,6.0,1876.0,89.0,1644.0,586.0,292.0,33.0,342.0,897.0,150.0,1640.0,746.0,714.0,2053.0,72.0,11.0,545.0,985.0,410.0,42.0,0
3217.0,1581.0,779.0,95.0,222.0,52.0,0.0,0.0,658.0,327.0,3.0,667.0,273.0,331.0,279.0,1858.0,746.0,1024.0,2172.0,936.0,168.0,2517.0,430.0,307.0,4.0,856.0,303.0,461.0,39.0,241.0,23166.0,1339.0,3142.0,14198.0,184.0,166.0,1433.0,36.0,129.0,7684.0,1449.0,13.0,1410.0,1579.0,2.0,4.0,351.0,944.0,542.0,933.0,371.0,241.0,129.0,6678.0,3473.0,1226.0,359.0,83.0,263.0,557.0,981.0,3238.0,482.0,6696.0,26.0,41.0,11.0,1113.0,51.0,1446.0,711.0,183.0,33.0,237.0,930.0,126.0,2841.0,631.0,817.0,2356.0,123.0,19.0,999.0,744.0,673.0,26.0,0
184.0,2099.0,646.0,202.0,250.0,55.0,3.0,0.0,1162.0,428.0,3.0,1557.0,353.0,293.0,611.0,1539.0,991.0,1373.0,1583.0,1028.0,119.0,2116.0,432.0,425.0,3.0,853.0,413.0,383.0,42.0,638.0,12402.0,2230.0,3945.0,12509.0,153.0,468.0,2420.0,75.0,109.0,8968.0,2226.0,5.0,1809.0,1808.0,1.0,3.0,277.0,728.0,466.0,968.0,543.0,324.0,194.0,13266.0,6478.0,1388.0,716.0,106.0,274.0,642.0,1793.0,4345.0,380.0,5035.0,6.0,67.0,10.0,1944.0,45.0,2014.0,893.0,257.0,21.0,359.0,1232.0,180.0,2325.0,922.0,933.0,2912.0,93.0,16.0,732.0,1227.0,619.0,42.0,0
371.0,2099.0,917.0,228.0,251.0,58.0,7.0,0.0,605.0,382.0,4.0,1093.0,343.0,324.0,444.0,1440.0,1131.0,1100.0,1953.0,887.0,114.0,2624.0,325.0,317.0,15.0,949.0,298.0,427.0,96.0,334.0,13293.0,1581.0,1964.0,14105.0,796.0,228.0,1963.0,29.0,107.0,9063.0,1747.0,22.0,1909.0,1529.0,1.0,2.0,252.0,1070.0,552.0,871.0,429.0,201.0,116.0,8459.0,4491.0,1292.0,571.0,86.0,326.0,622.0,1141.0,3843.0,309.0,1986.0,234.0,46.0,11.0,1560.0,80.0,1735.0,830.0,353.0,28.0,123.0,1774.0,138.0,2390.0,863.0,970.0,2944.0,83.0,15.0,825.0,781.0,459.0,32.0,0
1322.0,1526.0,724.0,125.0,203.0,65.0,0.0,3.0,918.0,337.0,4.0,1023.0,272.0,280.0,446.0,1350.0,1358.0,1453.0,2119.0,596.0,92.0,2232.0,457.0,290.0,15.0,869.0,327.0,429.0,79.0,270.0,8364.0,1586.0,3492.0,9422.0,164.0,263.0,1260.0,97.0,105.0,6754.0,1980.0,9.0,1463.0,1501.0,0.0,12.0,228.0,737.0,511.0,796.0,590.0,190.0,134.0,13256.0,5530.0,1100.0,567.0,140.0,277.0,482.0,1509.0,2733.0,299.0,3926.0,5.0,43.0,13.0,1573.0,149.0,1555.0,660.0,243.0,50.0,333.0,659.0,143.0,1715.0,820.0,878.0,2132.0,79.0,18.0,612.0,806.0,613.0,33.0,0
3856.0,2001.0,1056.0,139.0,184.0,47.0,0.0,5.0,529.0,354.0,64.0,1137.0,279.0,247.0,408.0,1548.0,1109.0,937.0,1130.0,838.0,209.0,2048.0,313.0,370.0,7.0,983.0,339.0,243.0,75.0,430.0,12331.0,1102.0,2738.0,13217.0,1394.0,248.0,1496.0,39.0,100.0,6574.0,1245.0,271.0,1483.0,1430.0,5.0,7.0,427.0,745.0,678.0,952.0,309.0,372.0,196.0,7462.0,5131.0,1083.0,501.0,104.0,434.0,486.0,1410.0,2780.0,256.0,5003.0,213.0,23.0,12.0,1553.0,71.0,1477.0,946.0,411.0,70.0,169.0,1871.0,91.0,2316.0,633.0,1136.0,2852.0,121.0,26.0,911.0,1016.0,837.0,43.0,0
3201.0,1913.0,905.0,171.0,352.0,41.0,0.0,1.0,1179.0,371.0,5.0,1350.0,295.0,347.0,626.0,1531.0,1240.0,1419.0,1593.0,994.0,123.0,2526.0,373.0,438.0,10.0,975.0,384.0,357.0,102.0,615.0,10314.0,1272.0,3203.0,14365.0,271.0,395.0,2166.0,72.0,105.0,12223.0,1529.0,17.0,1730.0,1979.0,3.0,2.0,308.0,1038.0,792.0,1068.0,430.0,312.0,141.0,14013.0,6479.0,1314.0,658.0,100.0,464.0,604.0,1792.0,3569.0,407.0,3804.0,38.0,86.0,11.0,1932.0,81.0,1483.0,986.0,306.0,43.0,497.0,964.0,114.0,2494.0,652.0,902.0,2834.0,132.0,30.0,708.0,983.0,1336.0,62.0,0
0.0,11.0,208.0,84.0,48.0,25.0,0.0,1.0,27.0,18.0,0.0,2.0,158.0,0.0,156.0,10.0,0.0,0.0,1.0,5.0,22.0,50.0,36.0,127.0,5.0,72.0,1164.0,0.0,32.0,0.0,87.0,38.0,0.0,399.0,8.0,251.0,151.0,30.0,25.0,9.0,84.0,0.0,27.0,219.0,17.0,0.0,94.0,12.0,23.0,1255.0,137.0,733.0,175.0,2814.0,0.0,254.0,19.0,424.0,1885.0,35.0,5869.0,286.0,8.0,1388938.0,0.0,25.0,15.0,146.0,336.0,197.0,107.0,25.0,3.0,45.0,265.0,9.0,67.0,41.0,210.0,191.0,6.0,29.0,1.0,4.0,0.0,0.0,0
0.0,58.0,267.0,264.0,26.0,32.0,5.0,8.0,113.0,66.0,0.0,4.0,158.0,0.0,249.0,19.0,0.0,1.0,2.0,5.0,50.0,60.0,52.0,232.0,26.0,77.0,1256.0,0.0,21.0,9.0,205.0,47.0,0.0,277.0,48.0,309.0,242.0,19.0,62.0,13.0,176.0,0.0,103.0,421.0,53.0,0.0,90.0,13.0,62.0,1058.0,140.0,2925.0,161.0,3113.0,0.0,390.0,41.0,346.0,2006.0,66.0,5654.0,629.0,23.0,1570504.0,0.0,45.0,112.0,276.0,436.0,144.0,158.0,23.0,2.0,298.0,197.0,18.0,127.0,18.0,454.0,348.0,14.0,25.0,10.0,15.0,2.0,0.0,0
93.0,2823.0,940.0,51.0,267.0,891.0,1.0,6.0,891.0,1065.0,2284.0,887.0,411.0,1428.0,1294.0,1049.0,448.0,7697.0,401.0,144.0,81.0,2342.0,375.0,820.0,8.0,544.0,754.0,1251.0,649.0,336.0,1296.0,54.0,2330.0,869.0,184.0,104.0,3050.0,364.0,123.0,2456.0,1628.0,44.0,5263.0,2701.0,4.0,34.0,726.0,184.0,1219.0,1209.0,304.0,190.0,176.0,6907.0,256.0,1791.0,1119.0,19.0,187.0,981.0,2174.0,16602.0,1476.0,133.0,1972.0,70.0,60.0,9142.0,47.0,1573.0,730.0,581.0,17.0,30.0,2178.0,89.0,2155.0,169.0,1577.0,966.0,279.0,165.0,2712.0,1083.0,122.0,56.0,0
166.0,2963.0,1190.0,129.0,905.0,320.0,3.0,32.0,1841.0,2229.0,2338.0,1364.0,450.0,4561.0,1783.0,1545.0,2780.0,11389.0,114.0,85.0,399.0,3009.0,304.0,885.0,32.0,851.0,852.0,1862.0,1208.0,4205.0,1434.0,54.0,6874.0,1579.0,2182.0,198.0,4713.0,615.0,153.0,596.0,1523.0,11.0,6395.0,2439.0,61.0,4.0,388.0,249.0,1028.0,1044.0,635.0,1050.0,484.0,17794.0,1641.0,1638.0,2078.0,46.0,475.0,1059.0,1549.0,9094.0,1257.0,96.0,8346.0,77.0,91.0,6700.0,357.0,2969.0,1364.0,502.0,108.0,37.0,4530.0,269.0,1236.0,511.0,2686.0,2042.0,262.0,278.0,2105.0,767.0,100.0,51.0,0
105.0,3556.0,1463.0,77.0,1487.0,825.0,0.0,62.0,2190.0,2687.0,2190.0,1755.0,709.0,7908.0,2034.0,2060.0,2782.0,15276.0,1414.0,332.0,405.0,3488.0,543.0,1023.0,12.0,1385.0,1029.0,2059.0,1467.0,2558.0,2339.0,35.0,22834.0,1961.0,363.0,152.0,5326.0,1704.0,218.0,2287.0,2926.0,340.0,9603.0,3407.0,16.0,15.0,917.0,601.0,1813.0,1562.0,800.0,1250.0,1257.0,14919.0,1141.0,2684.0,2907.0,66.0,368.0,1394.0,3467.0,12481.0,2243.0,147.0,13317.0,102.0,82.0,8875.0,80.0,4720.0,1620.0,692.0,34.0,21.0,4256.0,286.0,2342.0,532.0,3721.0,2150.0,240.0,394.0,2713.0,1410.0,442.0,104.0,0
93.0,1284.0,643.0,87.0,500.0,176.0,0.0,15.0,1054.0,984.0,151.0,598.0,183.0,1236.0,926.0,1747.0,1441.0,837.0,106.0,872.0,53.0,2629.0,247.0,594.0,26.0,1138.0,1558.0,5205.0,156.0,425.0,1622.0,41.0,381.0,976.0,529.0,107.0,1807.0,27.0,77.0,429.0,889.0,0.0,1293.0,1782.0,11.0,10.0,609.0,432.0,602.0,1018.0,385.0,785.0,197.0,16488.0,566.0,980.0,1240.0,30.0,236.0,464.0,2980.0,6288.0,389.0,2827.0,3721.0,32.0,46.0,5487.0,374.0,1535.0,479.0,319.0,20.0,223.0,3245.0,93.0,869.0,402.0,453.0,581.0,112.0,378.0,589.0,4340.0,235.0,17.0,0
52.0,1557.0,577.0,28.0,369.0,197.0,0.0,334.0,960.0,1314.0,875.0,641.0,309.0,1699.0,1105.0,839.0,1544.0,5772.0,679.0,328.0,132.0,1716.0,217.0,638.0,27.0,421.0,580.0,2247.0,624.0,3812.0,883.0,21.0,4092.0,743.0,444.0,72.0,2988.0,304.0,138.0,1939.0,952.0,14.0,3527.0,1548.0,30.0,14.0,265.0,134.0,763.0,712.0,270.0,419.0,197.0,8733.0,1039.0,833.0,1211.0,12.0,243.0,644.0,1997.0,8837.0,794.0,40.0,3004.0,43.0,98.0,5190.0,192.0,1079.0,695.0,316.0,54.0,20.0,4115.0,147.0,790.0,302.0,1456.0,1361.0,140.0,211.0,1390.0,496.0,75.0,21.0,0
7.0,825.0,236.0,36.0,70.0,72.0,6.0,7.0,229.0,251.0,487.0,340.0,111.0,659.0,223.0,382.0,196.0,1897.0,24.0,99.0,24.0,740.0,94.0,751.0,4.0,195.0,1086.0,1413.0,268.0,374.0,400.0,16.0,330.0,264.0,348.0,38.0,1873.0,21.0,28.0,701.0,368.0,150.0,1555.0,685.0,8.0,12.0,81.0,40.0,1457.0,391.0,124.0,103.0,141.0,6249.0,721.0,338.0,686.0,7.0,87.0,246.0,1747.0,16183.0,235.0,171.0,113.0,22.0,24.0,3525.0,102.0,465.0,146.0,224.0,18.0,4.0,2798.0,122.0,263.0,74.0,882.0,535.0,114.0,268.0,215.0,217.0,96.0,10.0,0
43.0,1716.0,833.0,38.0,360.0,186.0,0.0,6.0,835.0,730.0,881.0,730.0,296.0,944.0,903.0,1871.0,444.0,6626.0,580.0,239.0,45.0,1748.0,264.0,851.0,9.0,545.0,1885.0,1237.0,420.0,304.0,820.0,38.0,6335.0,821.0,557.0,30.0,3792.0,182.0,59.0,886.0,681.0,1604.0,2754.0,1986.0,4.0,13.0,496.0,209.0,1086.0,810.0,209.0,1123.0,249.0,11293.0,927.0,1000.0,1073.0,21.0,242.0,594.0,3999.0,13256.0,471.0,219.0,319.0,37.0,53.0,5927.0,98.0,1047.0,545.0,569.0,38.0,28.0,3418.0,180.0,763.0,196.0,1389.0,925.0,175.0,238.0,856.0,677.0,358.0,19.0,0
56.0,1644.0,665.0,17.0,344.0,166.0,0.0,3.0,793.0,713.0,1323.0,591.0,284.0,1527.0,611.0,2196.0,973.0,2841.0,297.0,354.0,146.0,1359.0,200.0,694.0,9.0,626.0,1356.0,2068.0,274.0,317.0,757.0,64.0,371.0,954.0,1103.0,77.0,2058.0,814.0,95.0,866.0,620.0,246.0,1646.0,1570.0,10.0,7.0,393.0,236.0,691.0,858.0,205.0,308.0,182.0,15696.0,4136.0,953.0,850.0,17.0,255.0,576.0,3107.0,13059.0,417.0,100.0,1131.0,56.0,50.0,6259.0,208.0,743.0,463.0,748.0,34.0,19.0,3156.0,182.0,681.0,231.0,829.0,1005.0,110.0,257.0,792.0,691.0,398.0,14.0,0
10.0,1089.0,355.0,13.0,314.0,168.0,10.0,8.0,691.0,1616.0,231.0,1266.0,174.0,1548.0,943.0,743.0,916.0,3072.0,221.0,161.0,22.0,1661.0,162.0,848.0,4.0,546.0,867.0,520.0,430.0,585.0,953.0,24.0,1164.0,556.0,263.0,55.0,2457.0,444.0,102.0,1806.0,553.0,3.0,3937.0,1830.0,16.0,25.0,270.0,172.0,711.0,602.0,393.0,240.0,189.0,5232.0,287.0,918.0,1005.0,16.0,150.0,458.0,1174.0,13724.0,456.0,4171.0,4839.0,31.0,54.0,5308.0,78.0,876.0,711.0,139.0,22.0,9.0,1328.0,45.0,705.0,169.0,1353.0,1158.0,116.0,225.0,1097.0,229.0,73.0,9.0,0
56.0,1138.0,481.0,49.0,283.0,157.0,0.0,8.0,678.0,1108.0,880.0,329.0,180.0,1429.0,980.0,612.0,888.0,3587.0,181.0,101.0,158.0,947.0,131.0,586.0,4.0,350.0,591.0,1072.0,501.0,2953.0,272.0,46.0,954.0,506.0,145.0,38.0,2699.0,74.0,111.0,2503.0,625.0,27.0,2459.0,908.0,7.0,7.0,249.0,98.0,488.0,645.0,288.0,132.0,307.0,9479.0,1764.0,553.0,829.0,25.0,310.0,478.0,1354.0,10916.0,429.0,174.0,522.0,28.0,35.0,4964.0,37.0,802.0,556.0,300.0,24.0,26.0,5573.0,35.0,644.0,299.0,1479.0,852.0,116.0,263.0,1537.0,498.0,115.0,27.0,0
87.0,2250.0,716.0,22.0,266.0,274.0,0.0,3.0,1000.0,1613.0,379.0,703.0,346.0,1674.0,1311.0,821.0,1147.0,4168.0,250.0,308.0,84.0,1848.0,231.0,701.0,12.0,395.0,714.0,521.0,671.0,773.0,897.0,26.0,6246.0,824.0,322.0,68.0,3678.0,546.0,106.0,1681.0,674.0,2.0,3990.0,2072.0,9.0,9.0,412.0,104.0,603.0,783.0,406.0,129.0,197.0,6872.0,683.0,968.0,1249.0,15.0,183.0,713.0,1704.0,10409.0,865.0,96.0,4532.0,49.0,43.0,5474.0,46.0,1167.0,666.0,262.0,35.0,5.0,2906.0,112.0,820.0,379.0,1780.0,1083.0,137.0,209.0,1501.0,324.0,45.0,33.0,0
49.0,1315.0,430.0,28.0,336.0,135.0,0.0,650.0,770.0,816.0,1137.0,521.0,315.0,1379.0,683.0,669.0,964.0,4757.0,471.0,193.0,308.0,845.0,158.0,543.0,11.0,427.0,549.0,2983.0,329.0,2285.0,424.0,34.0,945.0,622.0,385.0,89.0,1873.0,297.0,73.0,167.0,678.0,12.0,1661.0,869.0,33.0,13.0,301.0,214.0,608.0,711.0,194.0,283.0,266.0,9221.0,2742.0,715.0,986.0,12.0,250.0,506.0,3021.0,9650.0,456.0,247.0,551.0,69.0,105.0,3637.0,87.0,684.0,464.0,441.0,24.0,36.0,2679.0,188.0,757.0,359.0,1046.0,965.0,95.0,228.0,1348.0,670.0,279.0,21.0,0
161.0,2173.0,817.0,120.0,753.0,657.0,69.0,66.0,1295.0,1184.0,274.0,623.0,685.0,933.0,1591.0,1844.0,2022.0,2507.0,499.0,1732.0,982.0,2560.0,340.0,927.0,42.0,732.0,1109.0,1576.0,255.0,1180.0,2513.0,165.0,1676.0,2567.0,850.0,76.0,2315.0,60.0,217.0,1098.0,1051.0,4.0,3084.0,2272.0,23.0,6.0,1139.0,276.0,799.0,975.0,387.0,1215.0,341.0,32944.0,983.0,1083.0,1591.0,68.0,320.0,779.0,5679.0,8255.0,826.0,26.0,3590.0,65.0,105.0,4890.0,419.0,1342.0,915.0,496.0,62.0,1047.0,2884.0,170.0,1349.0,275.0,758.0,1098.0,185.0,185.0,1122.0,375.0,237.0,41.0,0
191.0,4514.0,2256.0,75.0,1320.0,460.0,7.0,138.0,2828.0,4176.0,2213.0,1700.0,575.0,8187.0,2506.0,1808.0,4073.0,23528.0,382.0,366.0,412.0,4955.0,496.0,1396.0,21.0,1157.0,1240.0,3423.0,1621.0,7701.0,2979.0,130.0,4498.0,2149.0,1354.0,453.0,8307.0,1968.0,174.0,2821.0,3023.0,5.0,12557.0,4365.0,39.0,8.0,785.0,531.0,2188.0,2025.0,1209.0,642.0,817.0,26520.0,3320.0,2413.0,4137.0,145.0,989.0,1358.0,3911.0,15834.0,1807.0,334.0,4726.0,97.0,150.0,12504.0,150.0,4759.0,2143.0,818.0,142.0,114.0,8385.0,316.0,1720.0,1014.0,4978.0,3197.0,301.0,728.0,2700.0,1670.0,254.0,42.0,0
88.0,1750.0,870.0,523.0,783.0,189.0,33.0,75.0,996.0,733.0,4068.0,320.0,193.0,3804.0,670.0,507.0,1001.0,19602.0,1119.0,257.0,565.0,1745.0,269.0,856.0,47.0,692.0,758.0,3985.0,500.0,15547.0,1643.0,283.0,1181.0,1034.0,5670.0,249.0,6274.0,2438.0,103.0,93.0,1272.0,9054.0,2508.0,2352.0,60.0,35.0,445.0,191.0,437.0,747.0,501.0,544.0,533.0,52151.0,9862.0,810.0,943.0,36.0,878.0,613.0,3063.0,11876.0,702.0,269.0,908.0,100.0,118.0,8376.0,388.0,1406.0,748.0,1754.0,198.0,64.0,4513.0,93.0,1101.0,510.0,1860.0,2309.0,169.0,415.0,790.0,660.0,964.0,5.0,0
475.0,2959.0,1572.0,216.0,2207.0,363.0,40.0,63.0,2786.0,3346.0,3890.0,1986.0,703.0,7072.0,3006.0,2716.0,4437.0,9062.0,379.0,686.0,456.0,4724.0,456.0,1215.0,79.0,1619.0,1307.0,5411.0,1051.0,13425.0,1441.0,121.0,4799.0,2682.0,2139.0,268.0,5464.0,580.0,179.0,769.0,2225.0,7.0,6666.0,3123.0,50.0,10.0,832.0,459.0,1132.0,1772.0,828.0,3102.0,722.0,55227.0,2542.0,2376.0,2995.0,118.0,1160.0,1587.0,2680.0,11922.0,1754.0,74376.0,21005.0,73.0,210.0,8900.0,791.0,5405.0,2037.0,962.0,185.0,180.0,5375.0,420.0,2256.0,750.0,3143.0,2631.0,319.0,394.0,1817.0,1130.0,117.0,43.0,0
84.0,4013.0,2439.0,51.0,808.0,600.0,0.0,35.0,2926.0,2056.0,4796.0,1798.0,676.0,3473.0,2727.0,3658.0,1960.0,16013.0,775.0,1110.0,256.0,5058.0,504.0,1526.0,24.0,1161.0,2545.0,3312.0,1073.0,1026.0,2508.0,44.0,8080.0,2371.0,1629.0,88.0,9370.0,563.0,166.0,2757.0,2121.0,2180.0,5347.0,5066.0,13.0,41.0,1254.0,485.0,2363.0,2234.0,492.0,236.0,509.0,32963.0,3761.0,2911.0,2462.0,25.0,227.0,1690.0,8667.0,21933.0,1490.0,943.0,2708.0,84.0,61.0,12240.0,219.0,2736.0,1481.0,1337.0,59.0,51.0,11032.0,704.0,2353.0,617.0,3396.0,2160.0,418.0,525.0,3069.0,1894.0,1261.0,87.0,1
81.0,2573.0,1536.0,43.0,408.0,486.0,0.0,24.0,1255.0,1066.0,4897.0,354.0,790.0,2487.0,1443.0,977.0,1126.0,9905.0,651.0,118.0,94.0,2066.0,530.0,543.0,19.0,534.0,493.0,1645.0,656.0,321.0,842.0,22.0,7235.0,1479.0,627.0,111.0,4289.0,234.0,164.0,2323.0,2703.0,456.0,4228.0,3039.0,5.0,35.0,1020.0,156.0,743.0,1047.0,280.0,210.0,717.0,6780.0,329.0,1713.0,1068.0,29.0,205.0,1379.0,2687.0,10077.0,1776.0,29.0,2850.0,54.0,49.0,6272.0,84.0,1822.0,798.0,1303.0,32.0,41.0,3892.0,140.0,2038.0,324.0,1342.0,847.0,163.0,114.0,3351.0,1197.0,291.0,97.0,1
76.0,2392.0,1166.0,80.0,555.0,239.0,0.0,49.0,1084.0,796.0,2343.0,1327.0,259.0,4043.0,666.0,2428.0,1355.0,3636.0,385.0,249.0,365.0,2177.0,269.0,651.0,25.0,711.0,662.0,4555.0,286.0,2695.0,1736.0,116.0,464.0,2083.0,5133.0,88.0,2926.0,1131.0,134.0,563.0,966.0,2006.0,2180.0,2552.0,40.0,8.0,689.0,231.0,502.0,1009.0,415.0,587.0,318.0,23496.0,8567.0,1520.0,1529.0,27.0,608.0,779.0,3119.0,6880.0,799.0,77.0,885.0,41.0,63.0,5542.0,706.0,2045.0,720.0,574.0,89.0,32.0,3334.0,280.0,1459.0,434.0,1344.0,1388.0,153.0,232.0,939.0,1170.0,354.0,16.0,1
322.0,2363.0,926.0,174.0,591.0,513.0,0.0,32.0,2666.0,1178.0,280.0,1693.0,811.0,2247.0,1503.0,3943.0,3219.0,2865.0,568.0,1646.0,548.0,3871.0,518.0,1086.0,140.0,1415.0,1184.0,4448.0,387.0,4967.0,4261.0,85.0,1841.0,3811.0,9408.0,202.0,5390.0,200.0,381.0,534.0,1621.0,1450.0,2257.0,3642.0,102.0,42.0,2127.0,365.0,595.0,1224.0,584.0,945.0,730.0,63742.0,2426.0,1469.0,1815.0,47.0,966.0,776.0,6633.0,9951.0,914.0,118.0,2416.0,165.0,127.0,7618.0,1663.0,1964.0,888.0,683.0,142.0,659.0,2766.0,345.0,1879.0,576.0,1383.0,2062.0,238.0,477.0,893.0,733.0,317.0,17.0,1
147.0,3237.0,2253.0,88.0,528.0,506.0,0.0,4.0,2433.0,1430.0,2636.0,2421.0,510.0,3508.0,1938.0,2714.0,2745.0,9206.0,354.0,197.0,257.0,3655.0,437.0,925.0,21.0,900.0,1258.0,4163.0,793.0,3245.0,1899.0,82.0,1811.0,2626.0,9764.0,107.0,8140.0,702.0,262.0,1396.0,2046.0,1228.0,4564.0,4690.0,34.0,31.0,1102.0,401.0,1053.0,1653.0,683.0,650.0,407.0,22765.0,7659.0,2190.0,1956.0,61.0,859.0,1611.0,6655.0,14818.0,1366.0,218.0,861.0,117.0,43.0,9657.0,1198.0,2747.0,1112.0,948.0,89.0,45.0,5648.0,373.0,2408.0,816.0,2012.0,1850.0,286.0,347.0,1442.0,1153.0,924.0,46.0,1
113.0,4238.0,1913.0,143.0,1854.0,614.0,8.0,23.0,3005.0,3180.0,8411.0,1229.0,1188.0,4106.0,3187.0,2176.0,3727.0,31266.0,4275.0,273.0,895.0,3916.0,717.0,1503.0,25.0,2069.0,1890.0,3608.0,1492.0,3088.0,1874.0,289.0,25938.0,3479.0,5544.0,208.0,7779.0,2981.0,387.0,4908.0,3866.0,1454.0,7840.0,5864.0,62.0,34.0,1909.0,554.0,1530.0,2435.0,948.0,565.0,1359.0,39453.0,12168.0,4436.0,2728.0,53.0,697.0,1420.0,6365.0,23231.0,1696.0,472.0,5641.0,130.0,156.0,13034.0,643.0,4177.0,2099.0,1841.0,106.0,181.0,7581.0,251.0,3796.0,881.0,3489.0,2853.0,400.0,496.0,6856.0,3052.0,1121.0,111.0,1
