"",gene_symbol,GSM1820115,GSM1820116,GSM1820117,GSM1820118,GSM1820119,GSM1820120,GSM1820121,GSM1820122,GSM1820123,GSM1820124,GSM1820125,GSM1820126,GSM1820127,GSM1820128,GSM1820129
ENSG00000000003,TSPAN6,278.2342,123.1346,79.0904,78.4832,105.3513,111.4199,82.0592,73.5619,280.4912,111.0584,46.8556,65.0657,60.1851,68.8031,96.097
ENSG00000000005,TNMD,79.198,47.9574,51.9183,18.4333,45.1418,18.3245,22.8588,78.3989,105.6955,57.3151,8.8804,7.7138,14.7261,11.0924,38.9519
ENSG00000000419,DPM1,1111.8214,588.0306,328.5728,318.2141,424.9129,896.9945,1021.555,1076.1064,2738.7486,1315.69,1065.1856,1073.9631,923.7284,1067.1098,1133.7307
ENSG00000000457,SCYL3,3374.3807,1855.9706,1011.8473,850.4478,1610.1431,950.8226,1261.2115,1275.7401,3147.158,1795.2258,802.8722,1762.6183,1114.5614,1292.8589,1459.535
ENSG00000000460,C1orf112,1270.6476,559.8957,337.8045,392.7653,544.5343,544.7351,345.1258,233.0765,1190.5146,658.2262,328.7195,385.6892,304.8638,483.7235,477.6628
ENSG00000000938,FGR,14995.9763,6058.1864,5097.6834,1426.3336,8702.6494,14725.6315,3027.2059,6256.1096,9902.0406,5792.1094,14673.6862,9538.2427,539.722,8225.9019,3276.9255
ENSG00000000971,CFH,553.335,275.7339,186.9854,132.2986,188.79,127.5896,165.5266,58.3587,389.4504,171.8523,71.4654,140.0003,78.2557,328.5385,165.579
ENSG00000001036,FUCA2,809.7725,440.6611,341.5786,384.6891,361.3717,675.7496,695.4496,366.9883,1774.2056,843.033,430.7034,658.8159,269.41,794.0555,494.0028
ENSG00000001084,GCLC,2461.6135,1231.0777,1089.1203,780.88,922.7691,3035.0813,4525.033,1916.7672,10521.9156,4066.0396,3830.0562,694.9312,1230.1893,5502.2329,2832.1602
ENSG00000001167,NFYA,4519.7894,2354.9091,1402.7836,1357.3076,2214.0613,1452.4264,1787.4039,1596.2624,5994.4154,2371.2291,1585.666,1755.7578,1612.4646,2252.7696,2352.0463
ENSG00000001460,STPG1,893.6841,366.7187,292.3664,297.9286,353.9266,216.7124,268.7815,265.001,752.7375,352.8568,546.753,487.2283,335.9227,470.7589,315.9626
ENSG00000001461,NIPAL3,2378.4354,1333.2142,1131.9655,973.8884,1192.3102,1120.1501,1720.5062,1857.7918,4360.6999,1962.3775,1275.7696,1655.661,1349.7348,2083.241,1506.2269
ENSG00000001497,LAS1L,3928.8061,1945.6807,1372.0772,1295.6977,2212.8689,1718.0933,1499.5913,2042.2767,3721.5699,2160.8038,2126.3071,1627.691,1711.4988,2087.6277,1434.9759
ENSG00000001561,ENPP4,1394.8572,652.2272,584.1272,349.156,638.8127,865.5903,1628.4371,976.8795,4023.9461,1850.8015,977.4261,1347.6375,1092.9512,1156.3761,1729.1583
ENSG00000001617,SEMA3F,236.9062,109.4592,95.8498,101.3122,130.4574,24.1109,77.7097,65.012,225.3682,106.6971,54.2423,67.7287,44.4227,57.9304,85.6695
ENSG00000001626,CFTR,487.4297,248.4837,156.3454,148.471,232.4679,35.7152,131.128,58.2646,300.2965,154.9981,50.5368,72.4239,67.0643,121.0671,117.6355
ENSG00000001629,ANKIB1,4425.4801,2524.1147,1601.1905,1225.5105,1921.6152,3294.0679,4247.9132,4492.3984,8331.1681,4881.7935,3418.5371,2946.7365,2648.993,3208.8763,3149.7042
ENSG00000001630,CYP51A1,793.7076,369.1409,370.9925,380.7869,453.9488,1133.3356,2344.2259,993.872,3468.4477,3215.0582,2200.6875,2336.9674,1199.4235,1497.1133,1006.1659
ENSG00000001631,KRIT1,3695.0283,1907.0893,1337.4423,1239.9823,1534.595,848.4357,2042.5414,1978.5056,5836.4414,2579.8201,2486.04,2080.5573,1877.8775,2559.5857,2089.3793
ENSG00000002016,RAD52,1399.1097,857.1295,480.9303,490.2868,604.2213,431.5024,555.3114,920.6104,1646.0878,1177.8397,566.9259,693.5979,520.7792,861.798,653.3665
ENSG00000002330,BAD,562.2849,268.5044,238.8297,196.6452,415.6373,949.5901,322.9607,515.0712,724.0124,273.6178,528.096,691.8875,349.0468,352.6281,274.0338
ENSG00000002549,LAP3,1301.028,746.7117,454.984,375.2158,608.5562,1229.5334,3452.7487,4334.5958,2513.739,1366.3432,777.894,1565.8606,1432.0802,2008.5845,1024.0592
ENSG00000002586,CD99,4079.828,1318.3879,1289.3138,978.927,3287.1117,11327.0824,3115.5937,13831.6406,7590.9847,6298.9102,9837.7903,6128.4169,8620.8114,8002.6614,1925.6729
ENSG00000002587,HS3ST1,2561.3333,969.8555,434.7785,470.7052,718.9022,807.3528,1469.1498,222.5844,3994.7857,648.6072,449.4011,1099.8793,111.5989,939.9512,1073.7303
ENSG00000002726,AOC1,187.4662,127.4114,49.4505,57.4333,87.3294,17.9495,87.6054,30.9588,165.5193,71.6352,39.9613,54.8979,29.558,58.3714,63.0903
ENSG00000002745,WNT16,1356.6258,773.1938,529.1988,361.1327,479.1628,928.7317,854.249,231.8398,1164.8964,863.7665,312.9676,143.7942,112.995,532.1524,386.8934
ENSG00000002746,HECW1,626.765,301.8817,200.1527,159.1988,241.1662,53.2687,205.383,81.545,585.1401,208.4513,99.369,119.7649,177.3057,123.3005,153.4391
ENSG00000002822,MAD1L1,1852.8865,1167.5418,573.9256,642.8243,1296.0587,985.4693,2026.1696,2540.2496,2886.7458,2487.5585,845.2754,1142.4222,1369.4113,1377.3295,535.158
ENSG00000002834,LASP1,8563.1658,4721.6127,3196.4612,3108.3908,4502.6066,7324.1745,9505.4046,11080.1622,18654.7032,10997.0622,14959.7503,9734.7115,7287.688,11166.8393,5269.5564
ENSG00000002919,SNX11,1721.3613,1093.3052,575.4327,624.9037,1048.1105,1783.6395,1412.4401,1055.7137,1683.2332,949.5654,1852.2962,990.991,1357.2532,1608.487,852.4121
ENSG00000002933,TMEM176A,150.7715,68.0299,50.3988,66.4816,63.8936,18.5868,361.8484,89.2202,192.5433,220.2219,28.2002,338.6555,19.3565,270.8611,168.3816
ENSG00000003056,M6PR,7903.9821,3712.9693,2940.2719,2395.937,4790.0388,7026.2475,4596.7079,14011.5533,13677.3402,11686.9165,6630.5287,8630.41,7188.505,8723.5984,5835.1699
ENSG00000003096,KLHL13,342.3712,195.3379,106.6708,119.541,154.2885,50.6239,99.6557,48.043,315.0932,141.0801,39.0281,63.8214,41.441,67.9546,93.1361
ENSG00000003137,CYP26B1,259.4607,141.8529,76.6197,76.4881,124.1916,58.0251,85.4425,159.59,259.6327,126.0277,109.6207,166.9107,110.6166,157.8553,98.9021
ENSG00000003147,ICA1,274.9108,152.7475,101.0976,87.776,97.8749,20.0051,100.4227,49.0316,204.3662,125.8985,51.3674,77.9097,51.5841,60.353,74.4597
ENSG00000003249,DBNDD1,3714.0373,1749.5685,396.1152,441.759,2310.5497,1203.3854,164.2154,446.1965,1193.679,582.4881,504.2263,659.3433,211.1536,246.0636,163.4397
ENSG00000003393,ALS2,1740.9528,948.8094,656.4779,399.5729,763.3966,366.6033,910.7426,1049.8044,1965.9438,1126.2889,576.4777,998.9021,872.2691,1019.8989,921.2542
ENSG00000003400,CASP10,2997.3472,1412.7149,1383.0008,1272.2149,1025.3022,94.7876,785.4629,232.3658,491.8682,805.1322,93.2081,1339.2978,1340.8122,605.7768,161.0262
ENSG00000003402,CFLAR,14581.0189,6954.7949,6660.719,5924.4661,5250.5856,4493.0144,13108.1231,7673.8999,22843.3113,10068.7169,14643.7452,7624.9501,5708.7243,9396.1137,8106.9429
ENSG00000003436,TFPI,2498.9531,1178.7933,1012.8916,845.0851,1048.668,604.5947,1232.238,559.7545,4033.0829,2321.2641,1351.4117,1293.178,1092.3984,1226.6346,1119.7824
ENSG00000003509,NDUFAF7,1705.2719,931.8973,548.6249,521.7279,686.0407,355.3404,683.4747,692.188,1696.8126,1045.059,515.3361,1076.5188,915.7193,831.4733,755.6025
ENSG00000003756,RBM5,22642.8953,12116.3576,8062.5258,7661.7947,10970.0357,4012.0096,8317.8345,17091.7562,28932.8335,16156.4611,14885.6979,12364.7909,10451.4164,13352.9776,10551.7022
ENSG00000003987,MTMR7,635.9834,338.476,209.7081,201.5628,307.6197,51.3012,125.0006,105.9354,362.133,239.8344,94.3902,112.8482,105.7323,132.1633,138.8357
ENSG00000003989,SLC7A2,413.8742,207.132,129.3669,99.8092,163.3722,21.3802,80.344,51.3202,301.9405,112.8551,44.9776,96.0454,46.4387,76.8491,77.5767
ENSG00000004059,ARF5,3358.5894,1628.8611,1266.4275,1078.8915,2056.3749,3506.8399,2405.5107,3022.7786,4293.8409,2370.1279,3506.392,1533.7971,1997.095,3015.8384,1406.416
ENSG00000004139,SARM1,3427.1063,1217.371,1085.2257,1182.6465,1552.6978,1132.714,1652.7447,1002.3432,4084.8165,1742.6772,1548.8721,1642.972,1214.6311,2215.3031,1439.6721
ENSG00000004142,POLDIP2,2349.4228,1303.9536,820.4935,801.6775,1317.0704,3060.3343,1693.6425,2189.0774,3642.2918,1924.3006,1997.5093,1483.4671,1530.2664,1912.2491,1218.1104
ENSG00000004399,PLXND1,619.783,260.6766,295.4177,214.3043,220.2931,2480.3089,4774.0725,3616.6958,22802.8066,12774.6332,2508.9536,7652.5519,1533.5938,7596.939,13822.1646
ENSG00000004455,AK2,6346.4644,3283.3895,2076.0352,2108.6167,3744.1032,5810.1739,3137.4222,3959.1899,9160.577,4709.5083,3350.2228,4526.1259,4089.4368,4776.1675,3141.9918
ENSG00000004468,CD38,3978.3438,2445.3523,787.4749,1002.8093,1908.138,58.5897,3125.9028,782.4659,633.1617,625.8469,67.4421,144.1165,239.4388,142.6223,94.6381
ENSG00000004478,FKBP4,3068.6553,1785.4837,886.5771,793.1681,2141.6163,4549.8618,2333.8485,7293.811,4914.2277,3757.1439,5122.3137,4901.6,5564.5171,5658.6832,2761.7511
ENSG00000004487,KDM1A,4079.0936,2174.0299,1639.0405,1294.6444,2155.2816,1942.3969,2169.0778,2841.9087,6762.7246,3510.3555,2362.0415,2500.3694,2229.7004,2908.2566,2245.2879
ENSG00000004534,RBM6,20248.3347,11493.0302,7069.1442,7020.6612,7502.7503,3812.6769,8616.9504,11539.8616,15849.2075,10393.7468,10196.534,9323.6386,11472.1685,11152.6589,6874.5702
ENSG00000004660,CAMKK1,1098.4014,384.1441,506.5676,442.0209,422.6932,387.8622,811.9938,1219.3883,1952.8229,405.9301,1044.7689,2180.2375,1387.6816,1699.0449,1362.5567
ENSG00000004700,RECQL,4262.3867,2257.4017,1659.2155,1295.8971,1990.8175,2428.2225,3380.5351,5922.1318,5843.217,7110.8379,3654.2755,3459.6114,3301.9729,3904.7559,2879.2148
ENSG00000004766,VPS50,2858.7772,1506.817,1040.4566,876.1557,1088.2027,888.9668,1471.4332,1528.9028,4129.0385,2226.5975,1338.449,1159.4415,1308.1463,1868.4849,1722.712
ENSG00000004776,HSPB6,56.2116,16.6169,7.8458,12.7376,26.1326,0,17.0299,1.4528,50.0857,16.6211,11.3229,6.7963,3.5209,9.108,14.3877
ENSG00000004777,ARHGAP33,1632.6645,689.7266,573.1913,455.8822,841.5062,301.8509,491.4259,144.2194,1061.757,209.9256,581.2814,995.5219,424.3787,730.6724,382.1787
ENSG00000004779,NDUFAB1,913.1005,511.4338,345.5877,292.0666,420.9632,1105.1095,775.8366,811.6726,1555.7191,995.1599,680.1432,639.6116,628.1346,756.0326,576.3787
ENSG00000004799,PDK4,412.5931,236.6201,136.4079,107.6707,299.392,313.5976,534.1563,304.3724,1566.4673,402.375,147.6398,344.481,115.8608,902.8309,786.7271
ENSG00000004809,SLC22A16,256.3442,108.5431,96.1797,61.628,124.5115,19.5832,49.6578,50.7225,180.1849,104.8848,34.225,61.0527,52.614,104.9359,54.5281
ENSG00000004838,ZMYND10,292.1133,135.8976,108.5667,123.7775,137.731,24.9204,97.9992,95.8152,307.1126,160.0211,117.917,111.6277,79.0037,165.1494,134.7494
ENSG00000004846,ABCB5,638.3274,321.1721,223.8075,173.5258,271.5494,60.415,201.4281,105.2766,499.1356,271.6889,168.9892,179.2874,91.7962,182.2218,132.8662
ENSG00000004848,ARX,153.0401,51.7807,25.0433,35.1668,33.9028,6.0029,43.3897,23.9877,121.5812,47.4116,22.398,18.4215,15.6897,19.3212,36.368
ENSG00000004864,SLC25A13,1068.8872,518.6982,398.8744,340.8968,413.1419,253.8411,383.3703,413.9737,1034.3457,602.8365,502.7113,516.368,392.6427,467.8374,437.9757
ENSG00000004866,ST7,498.7951,215.3283,266.7505,228.7326,180.8921,118.2744,575.184,258.8453,1126.5879,429.4479,686.1575,294.1519,361.4088,627.7429,450.1362
ENSG00000004897,CDC27,3795.9082,1924.8962,1430.8317,1097.4547,1938.1834,2416.8187,3005.2436,2704.7229,5514.0265,2890.6335,2372.4529,3590.4568,2760.974,2907.9514,2919.6022
ENSG00000004939,SLC4A1,323.3561,152.7535,83.9953,90.2456,137.8655,26.5919,80.1714,47.1452,232.6898,148.4799,176.7469,32.3937,42.1372,59.5306,79.0892
ENSG00000004948,CALCR,330.7414,185.1139,105.9605,113.8567,126.2496,88.9571,138.6467,86.6533,458.6576,321.7525,86.8028,111.2567,131.1306,131.0753,159.5408
ENSG00000004961,HCCS,774.825,371.9448,272.6341,256.9661,295.2907,587.1456,766.3367,1007.3868,2375.3952,1081.1669,937.812,941.9826,705.7661,1013.3197,810.7614
ENSG00000004975,DVL2,2966.7426,1395.6173,1122.1638,1083.2247,1739.2451,3510.9204,1748.0362,2659.4531,4367.0349,2722.9528,3349.0545,2398.8258,1952.6512,2553.3981,1874.7813
ENSG00000005001,PRSS22,66.2218,41.8372,30.6125,22.3677,35.154,3.1345,23.6379,3.9311,87.5326,46.6975,16.9215,28.2243,25.7464,15.3094,20.6052
ENSG00000005007,UPF1,5474.0527,2907.0791,2209.4471,1823.5429,3400.8843,2897.6092,3834.6977,7545.5854,9593.2186,5091.158,5830.6022,4760.2549,5486.6056,6136.5004,3792.7707
ENSG00000005020,SKAP2,6675.1243,3056.4633,2012.6391,1735.6623,2734.4132,2122.2509,3293.8665,1524.2917,8311.0467,2982.0537,2425.4955,4136.7533,3162.2865,3269.8592,3242.0906
ENSG00000005022,SLC25A5,6718.2302,3598.7872,2348.8829,2303.2133,4076.7018,6453.7344,3050.5185,5037.4197,6926.4432,4998.7332,3355.3143,2578.7449,3367.2681,3528.9242,2136.4709
ENSG00000005059,MCUB,4115.742,2032.7305,1442.5318,1192.0887,1749.8695,4009.4592,1831.8398,2895.0499,4540.8569,3229.0953,2963.0867,1942.4828,1946.5664,2246.3099,1850.4293
ENSG00000005073,HOXA11,87.9145,53.5996,28.0454,26.0216,41.3289,1.9996,28.3172,8.622,86.3278,29.7268,16.7616,27.1213,12.5758,18.9917,18.8584
ENSG00000005075,POLR2J,970.3499,477.8345,357.0679,334.531,625.62,1558.2156,651.2901,1030.1025,1512.5284,655.4462,793.9346,875.9211,746.0714,988.0931,451.934
ENSG00000005100,DHX33,1958.4948,1001.8052,835.0687,672.0475,1020.2025,674.8669,772.8157,915.117,1843.7631,993.2998,530.1415,946.1473,888.1866,1016.1849,697.8278
ENSG00000005102,MEOX1,222.072,103.1904,77.5298,66.9748,121.7542,31.6421,47.5466,33.25,139.4534,87.269,39.409,43.1628,25.6414,35.2391,40.4112
ENSG00000005108,THSD7A,975.3837,452.6654,251.7446,228.5637,415.873,34.7085,124.3379,69.935,339.935,178.9608,71.0741,83.4641,90.6595,82.1954,127.7609
ENSG00000005156,LIG3,2557.7388,1502.4807,933.6535,840.4222,1400.6076,688.9226,1088.9031,1783.3168,2780.1416,1632.593,1249.2886,1160.0872,1338.1593,1411.1646,1121.6099
ENSG00000005175,RPAP3,4142.9673,2234.0632,1062.24,946.0786,1607.4876,1357.9694,1812.1372,2513.2249,4346.8251,4180.7877,1280.2203,1832.029,1438.7066,1643.8266,1847.7169
ENSG00000005187,ACSM3,1501.9846,919.1931,439.0243,394.1764,737.0561,1335.9144,1202.1797,6163.0843,6664.1897,1022.8462,2555.8553,4197.6726,4935.0566,4248.1174,4637.2417
ENSG00000005189,LOC81691,346.8556,122.3399,120.3979,92.7472,85.4172,58.2557,80.7336,133.4329,211.0544,95.756,52.5158,63.0427,127.3558,81.1734,87.9125
ENSG00000005194,CIAPIN1,1396.585,702.107,529.3196,439.4452,832.5085,1107.4513,836.8783,1559.8366,2363.2811,1203.8285,867.3956,1019.591,1255.8928,1225.4472,739.4853
ENSG00000005206,SPPL2B,14515.7612,7767.5871,5577.0178,4215.3389,11064.0038,1114.0453,1544.2596,17705.3728,6894.673,2706.449,3599.4391,10382.0305,12433.2727,3362.0278,1590.112
ENSG00000005238,FAM214B,921.9348,376.243,308.1223,293.0958,369.9719,523.4035,812.9957,659.1267,1333.1798,601.8677,1020.7261,907.2282,516.6746,1091.1176,408.5479
ENSG00000005243,COPZ2,115.6287,68.5862,39.1142,29.6772,44.8945,20.4976,45.6567,28.7957,83.4475,36.369,10.066,47.429,19.0539,64.1282,26.6813
ENSG00000005249,PRKAR2B,261.6627,138.851,86.7587,71.1061,89.7786,71.9869,122.3316,72.1422,255.3638,121.0057,31.1738,42.1128,89.0434,82.7559,79.7725
ENSG00000005302,MSL3,12815.8681,6805.3476,4053.5165,3471.6173,6061.4893,2088.1956,2782.759,6853.4765,9670.7585,5373.3716,4647.5397,5347.6296,4634.0093,5313.0837,3604.3555
ENSG00000005339,CREBBP,18523.0742,10055.7037,7479.4436,5943.4797,11017.8449,10202.0416,6395.1792,12686.4736,18287.5567,10137.735,7892.0863,9758.5534,7823.1961,9983.1757,7459.9022
ENSG00000005379,TSPOAP1,1849.0131,737.0825,1081.0537,1010.7168,824.2812,199.2893,1127.5787,756.2405,1635.5095,994.0324,298.6113,1154.1477,1043.2334,1401.2372,556.7807
ENSG00000005381,MPO,866.3636,335.7927,225.647,319.2498,213.2389,26.0323,88.6844,33.683,219.4739,127.3995,42.9675,58.0487,49.5402,73.4254,78.038
ENSG00000005421,PON1,163.6744,71.3225,58.8884,51.6694,75.1302,13.4403,78.0911,28.1308,117.2546,59.08,15.2931,25.044,22.2374,23.2942,26.8346
ENSG00000005436,GCFC2,2882.0823,1301.8828,829.3907,693.2059,926.8636,1011.109,875.0169,564.9544,3405.1447,1143.1229,528.6877,811.4026,736.4488,1044.598,932.8147
ENSG00000005448,WDR54,1128.1362,530.3683,491.8187,377.7287,471.4642,636.2977,598.407,903.2948,1383.2451,923.5247,1357.7474,1445.5074,653.0894,792.6198,630.3809
ENSG00000005469,CROT,961.4298,546.2014,360.6805,264.5288,400.8068,250.6763,577.1047,266.5624,1423.5086,554.8108,174.3918,392.8186,251.539,688.8719,577.5295
ENSG00000005471,ABCB4,3563.5952,2579.0759,1167.9354,1187.7634,2585.56,1193.8162,894.013,5228.2772,4096.1401,2011.6201,2291.5789,1784.9497,758.6856,1793.197,1348.5621
ENSG00000005483,KMT2E,18568.8141,9376.1739,6826.2198,5874.715,8680.6214,8845.4446,8987.8327,16011.6657,25885.1441,11436.5011,13363.7393,9205.3958,14072.3188,12866.157,12370.7082
ENSG00000005486,RHBDD2,1406.3296,713.2446,626.9919,466.7549,852.1479,2267.002,740.7445,2221.7178,1785.4899,966.4159,2290.3698,1021.3087,1443.1606,1487.6489,791.8364
ENSG00000005513,SOX8,268.4293,163.8806,114.7031,107.3044,185.9489,22.7619,79.1754,87.1816,272.4144,522.8343,86.7062,877.5654,92.1313,97.8291,91
ENSG00000005700,IBTK,1963.7965,1039.6381,758.9164,600.1506,820.9679,1139.9042,1404.886,1135.0382,3307.883,1425.17,1211.7944,1193.335,1058.8063,1454.0282,1073.8722
ENSG00000005801,ZNF195,3065.5312,1589.4061,864.584,740.7059,1063.1951,515.9783,714.5585,813.2681,2233.8085,1278.1176,653.0897,879.7944,939.8833,942.6472,827.4532
ENSG00000005810,MYCBP2,34722.3328,19275.0712,12555.5491,10599.5625,17360.9526,8490.8858,5368.7316,11330.5105,26098.8481,15587.9112,3156.5968,12363.0719,10191.8214,10447.9282,10671.8746
ENSG00000005812,FBXL3,3637.1882,2032.3352,1473.0586,897.111,1385.3922,1753.9988,1747.8551,3210.3976,9580.8174,4869.8955,1926.3502,3178.5342,3401.4681,2869.6487,4611.5555
ENSG00000005844,ITGAL,8760.0405,4578.7992,4486.1439,3584.0214,4150.5363,2829.829,5979.7987,6620.339,10580.1889,5814.928,1072.3007,9237.7968,3115.6778,9037.4534,3122.6376
ENSG00000005882,PDK2,1619.1454,812.9154,548.9832,377.037,842.212,1847.6157,844.0881,855.1888,2649.019,1328.6122,883.4429,707.8607,552.37,1304.2933,787.2469
ENSG00000005884,ITGA3,1070.8972,355.7955,454.8931,440.4851,438.993,1194.4735,723.5136,654.9082,1705.5393,1072.9978,781.657,572.2284,410.748,843.5375,553.6695
ENSG00000005889,ZFX,4462.0681,2541.2245,2387.7306,2031.2573,1950.4099,1761.7623,1705.2336,1928.0826,4742.5317,2605.9185,1447.9704,1933.2597,1511.2247,1739.3321,2028.7649
ENSG00000005893,LAMP2,2519.1436,1572.0494,911.2527,737.3836,996.8879,2524.2246,3121.6136,2163.278,6380.4291,4361.229,2089.1681,2617.2454,1768.0772,2895.8046,3451.4817
ENSG00000005961,ITGA2B,595.3824,281.4081,215.0521,230.4039,260.8002,64.9757,142.144,126.6968,287.2987,138.4194,166.1379,104.7477,113.1191,141.2087,106.0284
ENSG00000005981,ASB4,361.9088,179.0795,154.4967,77.7585,143.4261,42.6527,80.7537,66.989,238.5861,134.1444,88.9607,61.0781,48.4356,64.216,67.8571
ENSG00000006007,GDE1,1492.7627,674.4219,614.3838,414.1067,565.8245,1663.8193,1420.7849,1768.7938,3472.3024,2038.0334,1229.9854,1246.6176,1405.5324,1723.4091,1270.3824
ENSG00000006015,C19orf60,1765.4206,880.2674,894.7396,837.9521,1350.1342,1236.5044,982.1188,984.2212,2674.5528,1522.7679,917.6294,1740.1776,846.7141,1855.2153,1019.1556
ENSG00000006016,CRLF1,413.2254,144.5188,135.7191,139.2304,230.6417,50.6647,75.5467,115.9975,266.8516,134.1914,77.0949,106.4317,112.1667,99.7367,93.5826
ENSG00000006025,OSBPL7,3753.888,1952.108,1422.3108,1226.5612,2120.4019,1045.0695,1352.6048,1945.2879,4250.5334,1980.2289,1041.025,1940.9311,1893.8215,2274.4459,1271.1972
ENSG00000006042,TMEM98,242.679,102.7002,82.9929,55.2771,100.813,15.0288,65.4602,35.8782,164.6008,84.8887,34.2282,36.8608,22.0758,49.0464,55.5093
ENSG00000006047,YBX2,176.8382,103.467,58.282,60.6172,70.3169,15.134,68.4888,28.7873,191.8733,73.6794,17.0316,27.3644,37.4815,33.5376,61.4585
ENSG00000006059,KRT33A,16.0953,6.1738,7.0115,3.5312,5.8822,0,3.6675,5.1724,5.7561,4.0295,1.7935,2.2879,6.3124,1.9257,3.5969
ENSG00000006062,MAP3K14,7908.7238,4184.4515,3365.2763,2606.6979,4470.3444,6765.8706,4147.5962,5772.2907,11337.1002,4328.4618,8615.8366,4588.3374,4151.5016,7171.2996,3762.1046
ENSG00000006071,ABCC8,225.386,151.3396,82.26,161.2762,118.2272,38.0878,167.394,135.0771,1143.4175,158.4855,82.7415,140.2039,57.808,220.0256,172.9884
ENSG00000006116,CACNG3,79.2223,33.81,23.1511,27.0855,30.0647,3.0012,28.9961,6.0537,82.399,40.5634,13.1808,3.0111,11.2607,9.463,24.5924
ENSG00000006118,TMEM132A,431.3626,276.7965,200.4322,147.6859,226.6873,29.7732,148.8498,86.521,385.7772,147.7324,81.171,338.3474,89.1383,58.5733,131.6535
ENSG00000006125,AP2B1,10463.8304,5534.2486,3489.0273,3496.6689,5204.5041,10663.8168,8948.0282,7367.8021,18278.2943,9923.011,11268.5326,7076.8444,9326.5716,9955.0532,7495.7977
ENSG00000006128,TAC1,78.9551,33.2563,28.3074,28.9333,32.0834,28.0082,24.5712,11.0289,51.3438,27.1393,6.4839,13.4296,22.0054,12.9073,21.4173
ENSG00000006194,ZNF263,3095.6744,1654.355,1250.3004,1138.9346,1604.8723,2010.2347,1358.0484,2282.1112,5239.6921,2493.7783,1953.1609,2024.5943,2116.1719,2380.7165,1990.0899
ENSG00000006210,CX3CL1,358.8932,158.6926,145.0791,180.3964,240.6017,18.0749,90.8755,44.9911,243.0037,143.1995,37.6697,68.1823,109.2494,125.462,66.0653
ENSG00000006282,SPATA20,1095.8424,1302.3585,1919.7387,468.8996,2317.4398,978.5668,2060.3807,507.7342,3704.7347,3167.7923,2446.9373,1793.0666,793.2894,3251.9116,1425.8824
ENSG00000006283,CACNA1G,436.8785,234.9779,151.1821,170.1435,211.4881,35.4965,145.031,95.2185,467.4709,232.8047,220.0603,102.015,70.4735,113.1454,153.4903
ENSG00000006327,TNFRSF12A,102.523,46.4645,36.7317,41.1394,51.215,25.8287,48.4439,128.5071,125.495,99.3434,54.4693,55.6282,117.6516,63.2459,54.9497
ENSG00000006377,DLX6,113.0488,70.009,30.7436,28.5866,31.4714,9.3393,32.391,15.0008,111.1968,41.3301,15.4208,39.169,23.0228,15.9084,51.1265
ENSG00000006432,MAP3K9,3883.0304,2050.3327,1604.5657,1634.8976,2001.5581,2508.7832,1552.5535,1826.8535,5670.8721,2852.3388,2065.3591,2062.2698,808.6126,2498.9256,2392.3771
ENSG00000006451,RALA,1686.5924,890.763,473.961,490.3003,767.558,1377.8598,1900.5442,2517.0579,3424.6299,2414.6268,2075.0123,1995.8251,2287.8799,1542.0366,1489.1269
ENSG00000006453,BAIAP2L1,304.8817,168.7779,101.7088,56.4274,148.5972,11.9934,62.3744,170.4917,197.4757,116.8028,62.6142,103.6036,34.1067,45.8076,55.5498
ENSG00000006459,KDM7A,14229.5574,7377.5355,4308.5232,3833.1611,6697.6309,2647.1723,3056.2048,5762.9572,14351.7224,9491.2409,5999.3111,2531.9188,5922.3359,6811.2813,5403.959
ENSG00000006468,ETV1,824.4409,414.2273,277.3999,216.6691,315.9491,41.6549,128.6418,83.56,387.5045,192.2787,82.8212,87.7077,101.5428,63.6093,113.3879
ENSG00000006530,AGK,811.3405,383.2442,300.1458,225.2489,407.2589,441.3586,776.5346,614.0602,1366.0148,621.5558,143.8286,628.0551,387.8563,535.4042,351.7058
ENSG00000006534,ALDH3B1,673.2539,289.5177,221.5805,249.4679,280.1753,209.906,318.1706,142.8876,672.1111,244.5528,193.6052,297.3446,148.5497,610.4311,243.8154
ENSG00000006555,TTC22,747.362,359.372,298.0977,267.5311,354.3164,231.4127,307.4045,255.3849,982.9374,366.9508,331.9534,222.9592,379.3919,517.6702,279.0585
ENSG00000006576,PHTF2,7902.7826,3655.7542,2615.0922,2169.2572,2863.2659,4136.6811,2223.7545,1920.5652,7068.4949,3212.8934,2193.3454,3185.1415,1784.4371,2697.3749,2294.2389
ENSG00000006606,CCL26,35.9571,30.9872,18.9895,16.5888,13.1445,4.0009,10.9955,0,18.1393,10.3486,2.0006,5.3587,4.0628,1.0006,2.435
ENSG00000006607,FARP2,4832.8699,2202.4218,2245.2892,1555.6856,2597.8512,1785.6498,2902.38,3925.6815,8483.0962,3322.3344,2698.1786,4367.3911,2993.5676,4212.5791,3473.0769
ENSG00000006611,USH1C,183.8366,87.9323,73.3886,66.5098,100.2041,13.643,75.7161,53.783,168.126,97.6305,49.2574,33.5004,36.9126,45.0165,57.491
ENSG00000006625,GGCT,757.0761,381.4688,246.1907,176.6387,332.0656,643.5994,475.8831,314.2883,1049.1015,592.4321,241.4148,285.2942,267.5008,427.5297,298.7979
ENSG00000006634,DBF4,1313.1221,600.6342,555.0804,427.8173,695.334,784.2818,688.6781,1292.9638,1687.7094,830.0518,933.8474,667.9435,908.7084,790.6631,538.9262
