"",gene_symbol,GSM1820115,GSM1820116,GSM1820117,GSM1820118,GSM1820119,GSM1820120,GSM1820121,GSM1820122,GSM1820123,GSM1820124,GSM1820125,GSM1820126,GSM1820127,GSM1820128,GSM1820129
ENSG00000154370,TRIM11,2264.5048,1089.2377,933.3195,813.8407,1294.5159,745.1837,1002.3599,2058.737,2763.9318,1505.0769,1549.5583,1430.2478,1308.7713,1631.0713,1023.7971
ENSG00000154380,ENAH,1602.6808,1025.9764,461.5721,353.1625,774.8021,44.8318,229.8815,152.0469,644.4517,318.2085,168.2958,149.101,203.1079,175.6116,237.8744
ENSG00000154415,PPP1R3A,341.2199,166.8783,117.5808,98.1439,131.0266,46.7151,81.2286,39.3568,270.6025,165.2058,70.8155,73.2742,30.8401,63.1454,89.7277
ENSG00000154429,CCSAP,1353.2907,638.8251,775.6753,561.2022,706.224,651.5893,1828.9318,1148.7776,2331.2316,1006.9873,1804.558,575.8395,1617.0571,1450.9945,1246.9114
ENSG00000154438,ASZ1,148.5566,84.8567,31.9989,42.9914,46.068,5.5635,44.0702,15.8193,73.9185,56.9826,7.343,18.0085,12.4868,17.0047,31.3766
ENSG00000154447,SH3RF1,446.3128,168.564,197.2865,194.7718,237.4152,21.2408,139.5703,93.1884,244.4759,92.1455,56.2857,119.8505,67.5902,95.0567,81.2731
ENSG00000154451,GBP5,3150.2753,1326.7054,1221.5636,792.0045,1452.4957,517.1396,900.1076,1231.4365,2041.1675,1888.3159,618.269,2193.6212,669.7715,3266.8365,1981.9354
ENSG00000154473,BUB3,6673.5776,3573.997,2606.2545,1768.635,2557.8753,3909.3027,3528.2681,4217.8578,12049.6011,5220.1673,3496.7711,5394.5622,4363.8468,4736.0915,4502.6794
ENSG00000154478,GPR26,423.8102,202.5604,122.8498,123.5212,167.9817,36.1559,135.3154,67.2426,343.0831,226.7581,78.0527,115.3731,58.8406,103.8694,109.8184
ENSG00000154479,CCDC173,172.9553,74.945,40.8552,66.8854,67.3791,8.9295,37.9681,12.0787,133.5994,50.7788,69.5177,34.7623,38.0664,23.0896,40.087
ENSG00000154485,MMP21,250.1062,152.129,96.896,82.7944,174.8326,6710.5572,404.5582,3428.9931,1606.0565,585.9047,2097.9685,2479.4603,1848.3644,1576.1255,522.3251
ENSG00000154493,C10orf90,406.6052,207.9336,123.1393,122.1745,176.7876,18.0287,75.2365,53.5972,258.0835,159.072,45.6896,59.3692,59.4643,74.8716,82.451
ENSG00000154511,FAM69A,1490.8685,840.8115,509.1166,485.9731,674.8149,1675.0628,2187.3648,1850.7451,4774.4218,2640.1027,1951.6717,1077.0243,771.4735,1798.1371,1692.5167
ENSG00000154518,ATP5G3,2744.0203,1349.2005,1009.6313,971.478,1467.108,3430.7626,2480.3738,2309.0909,4602.3874,2806.7922,2709.2641,1791.0948,1645.2572,2298.4446,1454.1797
ENSG00000154529,CNTNAP3B,601.7873,354.8964,215.2338,199.8387,341.0561,87.5097,164.3555,170.0686,431.705,211.4779,74.911,2200.7979,146.0963,109.1726,153.4167
ENSG00000154537,FAM27C,41.2181,40.7359,20.8922,10.9315,19.2907,14.0044,13.4916,22.3713,61.8857,16.7076,11.8717,13.7219,12.6157,9.8123,9.2095
ENSG00000154545,MAGED4,165.0465,559.2959,243.2622,137.6902,854.9413,541.1532,97.7464,168.3344,3222.6217,693.5012,826.2068,77.2643,143.7352,276.6493,72.389
ENSG00000154548,SRSF12,477.3328,254.0833,179.0358,130.4924,191.0945,24.1964,94.3665,45.6076,263.6797,108.3446,58.44,80.2863,49.6705,76.3359,89.4523
ENSG00000154553,PDLIM3,415.4736,195.1766,145.9827,133.6455,202.5489,25.1138,109.4379,55.0488,293.8952,169.9117,54.1402,73.1566,50.1454,56.3497,106.106
ENSG00000154556,SORBS2,1065.7461,553.8467,341.0738,272.0362,480.6878,143.0222,247.3162,205.4901,689.7415,363.7661,199.8374,263.7599,166.3276,198.6823,361.2666
ENSG00000154582,ELOC,1180.322,578.8539,397.2691,396.8555,656.9684,1235.1647,809.7882,980.2685,1902.1427,921.3948,1075.2219,919.7053,851.777,852.0343,729.5659
ENSG00000154589,LY96,421.3534,111.3256,115.1693,124.8496,96.5192,236.0849,508.1494,115.0512,1181.6937,793.4362,92.008,221.9608,92.0383,225.0785,220.749
ENSG00000154611,PSMA8,176.01,77.0242,60.2897,52.3726,66.0559,478.685,29.6348,32.6636,220.886,34.2076,11.7542,26.73,76.3077,103.3497,29.282
ENSG00000154620,TMSB4Y,194.6346,93.4133,27.7805,22.5213,80.2575,123.2362,118.6777,37.994,475.0603,148.3672,45.1112,97.2577,65.5005,142.7845,143.1756
ENSG00000154639,CXADR,469.5849,248.6517,148.147,147.182,232.0311,26.2384,104.9745,51.406,421.0912,152.9695,145.5392,72.4448,58.6671,93.3326,111.0429
ENSG00000154640,BTG3,553.387,225.1533,190.5028,219.2806,242.9672,171.0611,420.131,566.438,742.9361,214.3891,511.52,373.8933,434.8364,303.5508,257.1363
ENSG00000154642,C21orf91,2672.3708,1346.7131,830.5584,519.0302,1067.483,907.4408,1864.2087,1629.5855,4564.2511,1983.2153,1656.4552,1483.9523,1692.5848,1456.3224,1885.6675
ENSG00000154645,CHODL,155.5461,82.8779,59.4589,52.2812,69.1796,38.0834,69.2657,35.4809,183.2984,77.7242,39.6285,25.2914,19.7405,50.3349,85.3007
ENSG00000154646,TMPRSS15,258.3605,143.1178,93.4327,86.5352,112.0285,15.3679,64.4565,33.1563,161.6209,85.8371,52.8389,52.5402,30.0409,51.0409,58.3887
ENSG00000154654,NCAM2,464.5964,238.188,169.9706,112.8477,250.9287,24.5102,158.5175,91.0216,370.3542,149.9384,92.1525,105.6412,74.2619,101.2058,183.5043
ENSG00000154655,L3MBTL4,1405.5131,736.619,431.2897,333.1171,744.7542,547.9605,614.6236,426.5637,1247.622,976.5716,313.8247,187.7728,136.711,553.8804,209.2189
ENSG00000154678,PDE1C,1045.502,448.1121,363.6385,330.1377,773.6148,71.6637,221.1309,155.1033,550.3855,281.9237,98.4623,153.1818,125.1603,127.4874,172.7532
ENSG00000154710,RABGEF1,3236.4511,2112.2585,940.9628,954.8255,1864.8622,1751.9745,1829.5118,2676.5967,5433.8387,2438.4498,2371.0315,1817.0845,1765.3256,1904.1829,1586.7776
ENSG00000154719,MRPL39,958.7457,465.2989,303.6372,258.9531,462.4727,712.9753,705.3416,590.9518,1836.5124,776.0497,1127.6434,538.8473,555.2675,668.0515,665.1637
ENSG00000154721,JAM2,886.1404,301.1571,202.3501,193.8804,332.1614,104.0573,218.6109,84.155,551.1115,154.8758,416.7369,89.1721,71.6269,285.571,173.0865
ENSG00000154723,ATP5J,1226.2532,646.8226,378.0556,419.3076,605.5857,1913.3668,1197.6268,1215.7492,2770.4793,1510.173,1098.0053,904.1701,937.3961,1117.4847,957.2279
ENSG00000154727,GABPA,4568.2703,2883.6868,1623.7388,894.7442,2004.6527,2212.5853,2310.7815,2491.8929,8870.6482,3170.2563,2486.5258,3190.5521,3019.6325,2970.9758,2980.9032
ENSG00000154734,ADAMTS1,320.2635,162.912,98.8707,81.1987,147.7213,30.732,80.6783,63.2184,263.0051,157.8202,47.5353,95.1757,53.6288,89.2038,92.1397
ENSG00000154736,ADAMTS5,554.1112,316.6691,205.1575,169.6725,302.6139,48.844,150.2495,86.5208,367.8747,170.7657,85.45,132.8279,107.6363,151.2933,143.4001
ENSG00000154743,TSEN2,893.8182,513.8645,377.1108,399.7977,543.6521,163.3993,206.2025,345.5828,712.415,471.7849,285.3927,329.7084,332.6924,375.3412,329.1031
ENSG00000154760,SLFN13,2281.8815,880.4973,719.9851,779.4919,1019.5889,879.5997,1783.8237,1812.0701,2433.9664,2811.8607,872.6044,1866.5213,1381.3464,2917.1184,2127.8853
ENSG00000154764,WNT7A,300.8956,169.7752,108.9792,103.6697,129.9059,26.3509,59.4715,45.6839,183.2366,111.4521,29.2091,79.8455,43.57,100.3872,57.5569
ENSG00000154767,XPC,3431.9046,1804.7011,1821.4114,1345.7846,2201.5949,2306.21,2275.2739,6414.4077,8468.7909,4199.3381,5631.6194,3282.122,3657.3492,3961.972,3130.0564
ENSG00000154781,CCDC174,1910.0892,1023.2748,646.9672,599.3383,923.4904,779.7985,956.4501,1532.116,2802.4569,1403.1276,1284.1942,1270.6548,1454.6685,1289.0937,1241.7358
ENSG00000154783,FGD5,409.8297,203.7122,134.3644,95.6584,144.5057,37.31,129.7113,72.5193,301.3447,143.9429,62.5582,85.0187,70.2981,81.6067,90.9885
ENSG00000154803,FLCN,3245.2566,2112.5854,1708.3911,1331.2388,1899.075,1179.492,1100.5906,1473.1375,3290.7377,2338.3604,2814.15,3535.705,1308.308,2071.0582,2431.0453
ENSG00000154813,DPH3,919.2415,475.4987,315.4963,325.065,458.8557,759.598,791.2409,930.7589,2127.0674,1307.3201,662.9532,632.5712,882.5361,940.7397,925.4001
ENSG00000154814,OXNAD1,1052.8255,597.1609,338.0537,355.5367,568.3634,358.8479,303.3215,468.1074,1184.8601,556.3093,279.9575,659.0932,412.7286,820.3859,408.7074
ENSG00000154822,PLCL2,6930.2472,3985.7115,2648.8018,2080.8712,3447.0622,9286.2602,5756.9317,4826.6301,11481.0978,4408.1042,6030.1002,3445.9684,2944.2635,4679.9236,5811.6833
ENSG00000154832,CXXC1,5917.6922,2792.2356,2179.4985,1949.8984,3677.1677,1886.6078,2468.9056,4444.2113,7838.3659,3182.577,3740.3021,3932.679,3689.1373,4541.0398,2845.3914
ENSG00000154839,SKA1,109.3541,52.3337,29.5047,32.9425,37.8304,19.9339,33.9986,15.2516,73.5194,31.4794,8.5095,12.8964,16.2189,28.6108,25.9712
ENSG00000154845,PPP4R1,3407.6486,1666.6763,1072.2926,993.1255,1537.6393,1488.1404,1415.9542,1816.5996,2970.7428,1738.7964,2081.7178,1366.8473,1850.2255,1411.2366,1293.766
ENSG00000154856,APCDD1,420.6204,240.0579,85.9457,90.4572,153.0757,1421.8793,99.7078,58.2526,644.8812,376.867,203.9782,62.7353,29.9632,50.8337,236.4444
ENSG00000154864,PIEZO2,702.9825,321.4009,192.2751,195.4569,261.1584,59.7249,289.6801,128.7665,683.6832,286.9386,90.5583,179.2641,84.7017,137.5723,154.4164
ENSG00000154874,CCDC144B,1074.6374,573.8281,432.5594,358.8937,987.9968,71.1433,616.8704,253.3475,1229.5303,764.1372,158.1973,454.919,194.3168,998.3594,139.4474
ENSG00000154889,MPPE1,4614.3788,2078.7883,1605.1228,1323.4652,2220.5337,1327.6418,1073.7636,1638.1607,4640.7051,2090.7765,1308.1383,1254.7236,1412.49,2266.8302,1373.2441
ENSG00000154914,USP43,276.8332,151.5732,94.4739,87.2526,139.9983,34.2926,108.6185,76.2354,237.8403,129.213,81.6868,66.4329,63.7616,96.8932,77.1381
ENSG00000154917,RAB6B,699.7566,365.2052,259.4205,236.4761,333.9377,82.4168,132.0574,162.1113,412.9266,216.6891,272.2975,178.3308,112.032,173.2719,160.8594
ENSG00000154920,EME1,280.4763,178.0523,96.3701,119.9491,149.6362,23.7549,72.2536,40.5199,201.7137,95.3988,35.6055,104.5994,50.2272,71.6174,76.031
ENSG00000154928,EPHB1,284.3367,110.5513,85.9007,64.1318,118.8632,51.4222,87.7828,40.9574,167.2221,111.0855,39.5802,43.7412,46.9584,48.8119,74.4511
ENSG00000154930,ACSS1,11343.1792,5605.8378,4100.1856,3331.2518,6602.2517,2934.964,2022.0883,4654.116,7450.9583,4040.743,5976.5917,4333.4437,3162.2698,3923.4575,2746.859
ENSG00000154945,ANKRD40,2157.2253,1198.1471,853.7621,842.017,1021.955,1815.3231,1247.4039,1688.7102,3861.012,2352.9002,1806.8571,1578.4402,1695.4757,1617.6858,1950.604
ENSG00000154957,ZNF18,1111.4033,531.2588,337.6034,357.0826,578.7201,285.2957,450.8688,442.6553,1303.5678,560.1518,472.569,366.755,394.0544,661.2073,456.3231
ENSG00000154975,CA10,224.9987,136.1174,88.668,74.5803,137.386,14.1222,82.0232,38.1151,154.487,89.9337,43.9644,46.542,34.4973,61.6631,71.8584
ENSG00000154978,VOPP1,8206.507,3221.7094,3857.4318,3866.2456,6223.419,60203.6508,30476.7884,30934.5635,52098.6482,19520.166,56264.6786,15228.3241,32214.0887,37679.476,16516.7995
ENSG00000154997,SEPT14,464.4782,263.8061,157.1523,161.3054,355.6198,145.3418,127.837,126.277,427.8295,225.4232,252.7923,220.889,99.656,177.14,102.1071
ENSG00000155008,APOOL,1498.6197,700.2952,504.7263,372.8427,616.8042,234.2173,717.558,283.6556,1334.28,1107.9508,335.754,629.1413,553.3576,471.8152,297.3978
ENSG00000155011,DKK2,305.8817,150.5892,77.281,71.264,90.9681,10.1708,71.4729,28.5272,184.0762,84.8407,30.6256,53.1819,39.0305,38.4058,55.2464
ENSG00000155016,CYP2U1,2072.0113,1244.9657,847.5218,631.8947,1195.1672,491.0351,798.1462,522.3556,1983.694,1213.5389,741.3651,903.2087,900.0753,985.1027,1091.5455
ENSG00000155026,RSPH10B,106.0987,66.9954,59.3341,30.8825,95.9571,29.7326,26.1492,44.2428,107.2373,21.8264,47.3134,47.2822,25.0557,10.0725,58.105
ENSG00000155034,FBXL18,440.4251,239.8068,167.2547,172.0302,202.3888,92.4918,254.8505,271.7617,496.0594,371.2927,104.8075,238.0669,180.1104,270.1041,171.2456
ENSG00000155052,CNTNAP5,405.4365,227.2706,143.6612,137.1025,176.1027,25.5573,95.4306,77.8293,239.2301,161.0272,77.6771,88.3156,71.0578,82.8276,90.0387
ENSG00000155066,PROM2,327.1222,182.6036,121.3674,118.2342,163.5616,39.4753,90.5814,47.2632,294.996,110.4285,55.128,91.3231,66.8863,67.6261,83.3993
ENSG00000155085,AK9,2316.3018,1105.5175,712.3947,650.6725,1125.7363,292.0639,582.2232,370.7671,2784.8209,1260.9805,679.1,858.7378,416.5255,772.0007,877.8532
ENSG00000155087,ODF1,32.5138,13.7387,4.2344,4.2908,5.1971,2.0018,13.997,3.0003,32.9829,14.207,3.0003,5.0005,3.0003,1.0001,5.1088
ENSG00000155090,KLF10,939.759,368.5434,1200.3197,314.3029,596.2833,358.9886,4507.3772,1840.1641,2682.6842,1960.0844,2304.0214,678.5147,1895.965,836.0621,2824.9208
ENSG00000155093,PTPRN2,758.8307,425.5454,316.9469,235.4286,382.8701,53.0699,71.9565,49.8127,287.6945,175.9573,37.156,202.3902,46.5637,68.3702,66.6477
ENSG00000155096,AZIN1,5241.2571,2790.6774,1989.763,1629.8097,2166.0341,8145.7882,6933.7062,7498.3143,19455.9997,8326.5494,10200.1608,4537.414,5783.9552,6805.3396,5562.9028
ENSG00000155097,ATP6V1C1,3956.4667,1921.2094,1430.4543,1151.5583,1748.2502,935.553,2024.5278,2149.8481,5942.6324,3757.0876,2224.2049,2230.3396,1816.0522,2421.3281,2275.2401
ENSG00000155099,TMEM55A,800.5226,452.6229,295.5545,169.4837,312.7897,244.4466,515.2078,118.7472,1278.9585,520.0408,217.5178,627.0968,102.6129,312.0963,643.878
ENSG00000155100,OTUD6B,1541.7103,800.529,479.6879,338.9457,595.7495,370.1197,733.8634,626.6748,1766.667,934.3159,626.9919,684.0912,645.7735,755.1194,677.1799
ENSG00000155111,CDK19,3885.3047,2055.6474,1496.6417,1129.2013,1720.5518,1535.7807,1864.7434,2827.988,6921.143,3364.2118,1510.6181,2255.837,1470.3716,2211.3497,2235.2535
ENSG00000155115,GTF3C6,724.9814,415.2831,272.2717,265.6388,407.6238,1121.113,922.4154,1008.2025,1566.0668,959.4493,633.7361,713.5089,845.3743,849.6727,590.7205
ENSG00000155158,TTC39B,1672.8126,1100.4011,790.9782,376.9228,771.3499,50.6639,444.3797,395.7213,1535.7943,281.0378,374.074,645.3141,317.4517,505.6976,385.53
ENSG00000155189,AGPAT5,3149.4921,2486.482,971.4495,913.8017,1860.7814,4710.2053,8168.6154,11128.0585,12823.4638,5423.5417,6528.4914,1421.1084,1195.7058,6103.704,3682.2388
ENSG00000155229,MMS19,6002.1817,2950.9497,2304.4408,2126.0608,3293.992,1795.2107,3625.7126,5745.3449,8688.0884,4872.4748,5363.5578,3759.6006,3034.5252,4780.2887,3464.7781
ENSG00000155249,OR4K1,70.074,45.2237,26.1346,16.7273,41.3973,8.9998,15.4153,3.0002,70.393,24.0955,12.0009,14.734,10.0007,11.001,26.2413
ENSG00000155252,PI4K2A,1130.2225,637.8352,599.9719,451.8483,560.7495,1543.7377,1666.2366,3983.6321,3856.1415,2826.4832,4778.7329,2921.2493,1154.2295,3024.1572,2575.386
ENSG00000155254,MARVELD1,267.222,171.8407,83.2385,155.1271,401.1181,165.0459,247.4303,125.1874,686.6152,633.5948,84.3281,258.8745,73.1051,396.2025,120.5743
ENSG00000155256,ZFYVE27,3930.5076,1999.075,1622.9859,1445.0236,2249.4458,1637.61,1482.1311,3097.0264,4689.4599,2865.0744,2443.3035,2791.9074,2653.9518,2971.276,1891.356
ENSG00000155265,GOLGA7B,366.5033,217.1576,152.6976,120.1721,177.9868,62.7104,125.4686,95.7887,390.7197,177.1607,75.1621,177.6851,116.6324,258.1884,125.458
ENSG00000155269,GPR78,373.4854,190.0557,106.4875,125.0172,184.0123,29.8597,101.303,67.3897,311.8076,155.4872,56.7303,93.4502,54.5907,104.2951,97.5499
ENSG00000155275,TRMT44,1436.0914,782.7576,556.3084,513.5361,669.7647,570.7689,667.4166,866.34,1766.0731,1010.6389,622.9773,813.3597,763.996,809.7193,663.1473
ENSG00000155287,SLC25A28,4732.333,2290.4372,2271.7385,1681.055,2620.2669,1632.8581,1655.9289,3591.9073,3728.2675,1967.0967,2959.5519,3641.6482,2465.0635,2642.1377,2223.2363
ENSG00000155304,HSPA13,1244.6858,651.1055,493.9021,428.5296,690.6147,647.5047,1578.2932,1640.6277,3965.9998,1931.1388,1332.5332,1634.502,1468.4081,1403.836,1918.4624
ENSG00000155307,SAMSN1,1399.378,312.3172,790.5328,458.4666,476.7507,928.8179,3717.4368,2784.5928,3761.6788,513.0601,938.7276,2777.1078,7105.965,3500.3484,2618.5039
ENSG00000155313,USP25,4841.399,2632.2889,1514.8032,1412.4445,2170.1178,3327.2021,2640.5848,2663.6256,6120.9289,2493.2612,2359.0621,2249.3601,2442.3324,2477.0692,2599.9692
ENSG00000155324,GRAMD3,415.1062,163.0929,152.413,103.3577,153.271,86.5855,404.7409,193.5431,766.7992,631.8087,116.0486,205.1845,122.8438,205.6887,142.1269
ENSG00000155329,ZCCHC10,1443.5263,771.6991,510.8391,327.0601,652.4146,1413.2232,1079.3305,1804.4252,3918.6996,1625.7284,2735.8628,1395.5609,1266.8463,1153.6655,1915.3318
ENSG00000155330,C16orf87,1019.9434,600.1541,372.9973,265.4205,383.6166,721.2077,981.4736,547.4667,2698.4007,1085.0567,1336.1566,536.4925,677.3941,491.8589,795.1772
ENSG00000155363,MOV10,1926.9343,1076.4675,787.493,535.446,1324.0704,2269.3436,3622.1898,1704.1723,4511.1289,2960.4518,2389.9255,1599.8487,1000.6807,2962.6378,1650.7311
ENSG00000155366,RHOC,1255.1007,615.8955,444.0381,279.6177,656.3252,8765.9326,2230.513,1667.2923,4833.8105,4320.6846,5441.8955,290.006,445.2673,2203.4659,724.3871
ENSG00000155367,PPM1J,423.4998,233.7331,182.808,157.6747,245.6508,358.8268,659.4149,94.2968,1215.2206,1553.6521,171.3267,72.4728,36.5516,354.1068,161.6592
ENSG00000155368,DBI,1980.2933,1139.0745,577.483,817.4722,1132.1478,8217.6877,2667.4919,2099.7652,5013.914,3404.1729,3910.5765,1587.6149,1304.2799,2484.3387,1184.5713
ENSG00000155380,SLC16A1,434.2609,227.1649,150.1613,135.0882,230.0079,95.6867,342.6738,717.0776,812.6319,580.4432,285.3561,331.5481,341.9781,328.1865,287.1961
ENSG00000155393,HEATR3,1501.5215,805.8328,672.8582,304.3775,535.035,223.5532,587.8064,794.8253,1850.646,897.5207,209.4547,846.2756,561.96,1083.7453,692.0945
ENSG00000155428,TRIM74,119.4734,38.3877,62.8596,58.7175,119.9188,12.3212,46.8375,33.0065,113.0025,67.2268,183.9996,98.9344,9.0356,248.5312,43.2921
ENSG00000155438,NIFK,1369.5798,748.1509,462.7101,322.8751,597.6873,695.1752,990.1824,1242.8805,2563.2035,1261.1608,1025.8828,1038.8449,1292.7562,1157.9425,1087.4269
ENSG00000155463,OXA1L,9726.9553,5060.3387,3666.2603,3245.3524,5051.9238,4930.3679,4603.0965,3767.0575,13183.8108,4856.2357,5306.138,4838.5667,3376.1257,5936.2526,4140.4624
ENSG00000155465,SLC7A7,3563.0249,1852.2509,2755.7986,633.5403,1043.8732,2581.0778,3887.8095,1335.5025,5427.8543,4532.3433,1830.4147,6923.575,894.4389,3561.5562,3504.1614
ENSG00000155495,MAGEC1,166.7729,72.3667,62.6178,60.216,75.7338,4.5288,50.6218,26.1984,113.5258,57.0913,26.8704,32.7437,26.1132,29.004,33.5351
ENSG00000155506,LARP1,12610.4035,7047.5497,5153.4584,4321.2531,7206.2676,4695.5459,5898.5627,8207.9986,12947.5291,7701.4015,8170.0957,6775.7143,6543.3707,6838.9515,5099.1074
ENSG00000155508,CNOT8,5704.8538,3260.4898,2008.8044,1813.6884,2733.4252,2916.3109,3343.6595,4040.1848,9301.9502,5321.2467,3184.2758,3159.6165,3161.1603,3726.2919,3135.605
ENSG00000155511,GRIA1,445.4626,224.2299,131.2431,144.7214,196.1875,52.5495,103.4654,64.0008,349.7368,147.1189,113.9814,100.7585,51.8273,105.5099,112.4959
ENSG00000155530,LRGUK,195.1186,103.9109,92.559,82.7444,115.5732,8.0171,60.2014,26.0504,108.6991,64.5043,17.4301,26.3303,24.6197,51.1774,42.0359
ENSG00000155542,SETD9,237.9464,95.4668,92.1128,71.1483,120.3585,246.6642,224.162,195.2588,401.0846,275.824,60.8634,95.4583,128.3308,138.6499,60.7793
ENSG00000155545,MIER3,2503.4714,1248.0725,897.7332,624.0242,855.2824,792.4669,1643.9248,2045.9248,4984.0662,2471.4696,1454.5644,1659.1823,1426.9679,1423.1987,1865.1016
ENSG00000155561,NUP205,5757.9613,3037.9681,2365.761,1992.597,2830.9936,1731.9847,3652.1238,3644.4097,8117.7571,4299.2966,3601.5224,1937.4758,3595.4312,3697.3127,3576.1728
ENSG00000155592,ZKSCAN2,809.9684,425.3089,341.6703,269.0386,475.6256,435.5452,524.3542,485.0884,1383.6555,628.5281,391.5567,404.4019,419.5574,381.6075,529.6175
ENSG00000155621,C9orf85,740.5477,471.6997,218.4448,208.143,308.9104,209.0524,301.6597,281.6981,870.1496,409.839,156.193,368.3261,242.6489,335.9458,363.4186
ENSG00000155622,XAGE2,51.6888,34.2565,21.1711,6.7158,19.8311,5.8177,15.5456,8.5178,36.7937,14.8111,8.7923,20.3192,5.7096,12.8087,16.2848
ENSG00000155629,PIK3AP1,14309.0476,8490.0538,5068.0996,4324.1081,6604.1866,13263.4148,9079.1027,8395.7103,21518.892,13242.445,9466.6352,8071.2103,5535.1393,8334.6645,6553.136
ENSG00000155636,RBM45,1101.7356,600.8275,404.8013,327.2621,439.6221,241.1041,481.6323,384.7296,1278.8432,691.404,275.889,418.9401,326.0667,557.7417,423.3971
ENSG00000155657,TTN,26585.1274,9770.9538,9969.3872,7146.9717,10352.9766,4101.8996,8080.243,3172.3861,16399.476,8803.4869,3813.6916,3361.2803,2099.961,7263.0232,4694.2173
ENSG00000155659,VSIG4,78.4389,51.8146,32.3959,23.3879,29.4663,5.0605,141.7694,19.1636,68.4016,39.4834,23.9979,43.9961,6.0401,269.3247,70.3842
ENSG00000155660,PDIA4,2437.796,1401.5226,825.7318,751.2726,1328.4773,2352.983,1707.3982,2479.4307,5048.1376,2394.2887,2585.5694,1805.3591,1669.1664,2602.011,1558.0457
ENSG00000155666,KDM8,509.4207,293.3649,205.8412,188.7413,259.3522,251.3059,366.8124,355.0002,1141.7357,530.9287,257.0418,996.9376,242.9562,432.0654,479.5151
ENSG00000155714,PDZD9,118.3298,45.5979,34.7067,39.6256,49.0901,3.9999,27.5627,21.0318,71.5803,36.3566,24.8715,19.9081,13.4629,24.5371,29.5673
ENSG00000155719,OTOA,329.4332,158.5641,145.6223,133.132,150.4042,30.8354,120.8797,74.172,271.81,142.8256,76.1495,103.5597,64.6202,106.0981,108.0865
ENSG00000155729,KCTD18,2028.5451,1192.9864,769.4792,648.2734,1024.704,1180.0953,984.9957,938.8465,2816.7375,1144.0243,963.687,867.5121,793.6788,1098.9543,949.7821
ENSG00000155744,FAM126B,4232.6623,2353.8943,1446.3841,989.9159,1802.0306,951.585,1869.2291,1478.5255,4864.1469,2421.1356,1398.6284,1558.117,1810.1121,1582.6814,1894.7969
ENSG00000155749,ALS2CR12,460.1425,306.6604,138.8449,160.8441,270.2634,21.19,89.2058,140.0687,226.372,128.8976,72.8116,77.7251,53.5025,133.2324,102.3347
ENSG00000155754,C2CD6,526.6437,307.0321,186.3947,97.4475,207.7764,96.5716,149.8492,93.7346,311.8569,188.5398,113.4902,102.2644,82.699,100.7848,116.2081
ENSG00000155755,TMEM237,853.2206,441.5577,285.2807,212.7466,370.5033,152.1887,322.1901,167.5176,659.8519,376.9612,148.6372,232.9062,149.5296,335.195,283.182
ENSG00000155760,FZD7,152.6926,95.223,49.2541,56.8363,83.349,18.4054,176.5282,122.3046,435.9048,225.0632,153.4062,123.4959,26.607,38.1841,81.3974
ENSG00000155761,SPAG17,631.3715,316.0836,239.642,202.1598,341.9308,47.9668,174.0263,239.7746,521.5195,313.7007,215.8503,246.8546,198.0974,293.5822,213.4953
ENSG00000155792,DEPTOR,224.6518,98.8647,63.303,53.2504,93.4207,19.0262,40.5326,22.8647,91.0467,65.7593,22.7798,56.3246,40.5837,77.0041,38.856
ENSG00000155816,FMN2,480.0914,243.6298,149.1791,140.2022,203.0785,34.143,96.7873,76.7172,366.599,149.2638,72.4407,107.8269,57.9548,92.0618,94.8157
ENSG00000155827,RNF20,3007.5103,1441.7941,873.5209,921.4031,1227.0077,1373.4468,2213.9282,2674.0077,6461.3971,3017.4252,2701.3421,2564.8058,2472.5213,3180.1152,2682.5705
ENSG00000155833,CYLC2,199.0374,80.5767,66.1863,60.6489,107.5097,3.1043,37.9975,22.3338,100.8358,52.4626,17.0613,17.4511,23.5967,23.9641,46.6526
ENSG00000155846,PPARGC1B,1768.9035,808.1838,931.5358,817.7724,847.9074,314.4673,378.2662,222.9937,888.817,781.1025,553.3518,245.9259,198.3028,405.7869,258.0062
ENSG00000155849,ELMO1,2867.0961,1472.6066,1049.8904,1044.4243,1535.75,1344.1908,3075.1378,3068.3431,6547.8796,3568.054,2361.4754,1993.3485,3249.2882,2486.1059,1664.3501
ENSG00000155850,SLC26A2,2276.5066,1232.1403,835.8077,691.0273,1106.7085,338.727,1163.3563,1194.8761,3771.8746,1635.6772,857.3808,1201.6181,1232.2151,1401.7149,1576.8963
ENSG00000155858,LSM11,1179.822,568.3325,472.3992,390.7523,464.1837,253.9021,902.1571,505.2123,1519.1698,804.4425,497.6021,545.9857,493.5054,656.0836,529.0693
ENSG00000155868,MED7,1028.1586,541.2596,363.8937,289.3209,455.6715,613.816,635.0961,598.1877,2074.4624,1121.7749,721.0249,871.8695,672.4356,824.5794,859.9637
ENSG00000155875,SAXO1,79.9953,47.4243,29.4419,20.4345,50.157,12.6619,72.8029,8.2585,184.5247,35.7566,14.4878,13.6266,15.0146,18.2282,31.6195
ENSG00000155876,RRAGA,1169.3136,720.8525,499.4896,368.9804,708.2363,2114.4637,1640.8196,1780.5992,4589.7817,1693.4565,2502.7383,2039.5621,1660.8682,2088.4385,2130.3452
ENSG00000155886,SLC24A2,746.1734,347.9017,233.1297,227.9737,316.6697,81.9054,189.3995,113.3494,483.1021,267.3879,93.4322,167.6556,84.6563,128.5096,163.3327
